customer_id,gender,age,city,customer_segment
C00230,Female,36,Makkah,Regular
C00231,Female,42,Madinah,Regular
C00232,Male,30,Riyadh,Regular
C00233,Female,43,Abha,Regular
C00234,Male,26,Dammam,Regular
C00235,Male,37,Khobar,Occasional
C00236,Female,18,Dammam,Occasional
C00237,Male,43,Riyadh,Occasional
C00238,Male,40,Tabuk,Regular
C00239,Female,23,Riyadh,Regular
C00240,Male,27,Riyadh,Regular
C00241,Female,59,Makkah,Regular
C00242,Female,26,Dammam,New
C00243,Female,41,Madinah,Regular
C00244,Male,64,Jeddah,Premium
C00245,Male,42,Jeddah,Regular
C00246,Female,40,Abha,Occasional
C00247,Male,52,Riyadh,Occasional
C00248,Female,46,Madinah,Regular
C00249,Female,37,Riyadh,Regular
C00250,Female,41,Madinah,Regular
C00251,Male,34,Riyadh,Occasional
C00252,Male,66,Dammam,New
C00253,Female,35,Madinah,Occasional
C00254,Male,24,Jeddah,Occasional
C00255,Male,50,Makkah,Regular
C00256,Female,42,Makkah,Regular
C00257,Female,24,Makkah,Occasional
C00258,Female,38,Abha,Regular
C00259,Female,27,Jeddah,New
C00260,Male,47,Riyadh,Regular
C00261,Female,28,Riyadh,Premium
C00262,Female,53,Riyadh,Occasional
C00263,Male,43,Riyadh,Premium
C00264,Male,22,Dammam,Regular
C00265,Female,56,Riyadh,Regular
C00266,Female,39,Riyadh,Occasional
C00267,Female,25,Riyadh,Regular
C00268,Female,38,Madinah,Premium
C00269,Male,46,Dammam,Occasional
C00270,Male,32,Jeddah,Regular
C00271,Female,28,Madinah,New
C00272,Female,22,Riyadh,Regular
C00273,Female,28,Tabuk,Occasional
C00274,Female,49,Dammam,Regular
C00275,Male,39,Riyadh,Occasional
C00276,Male,29,Khobar,Occasional
C00277,Female,27,Makkah,New
C00278,Female,31,Jeddah,Premium
C00279,Female,57,Madinah,Regular
C00280,Female,26,Riyadh,Occasional
C00281,Female,57,Riyadh,Premium
C00282,Male,37,Riyadh,Regular
C00283,Male,32,Riyadh,New
C00284,Male,48,Riyadh,Regular
C00285,Female,37,Abha,New
C00286,Male,44,Riyadh,Premium
C00287,Male,70,Jeddah,Occasional
C00288,Male,22,Dammam,Occasional
C00289,Male,21,Madinah,Regular
C00290,Female,43,Tabuk,New
C00291,Male,32,Makkah,Regular
C00292,Male,31,Tabuk,New
C00293,Female,24,Makkah,Occasional
C00294,Male,22,Tabuk,Regular
C00295,Male,49,Khobar,New
C00296,Male,21,Riyadh,Regular
C00297,Female,41,Jeddah,Occasional
C00298,Male,35,Khobar,Regular
C00299,Female,30,Jeddah,New
C00300,Male,24,Riyadh,Occasional
C00301,Male,52,Dammam,Regular
C00302,Male,24,Abha,Occasional
C00303,Male,46,Riyadh,Regular
C00304,Female,51,Makkah,Regular
C00305,Female,30,Makkah,Regular
C00306,Female,39,Tabuk,Premium
C00307,Male,38,Abha,Regular
C00308,Male,25,Makkah,Regular
C00309,Female,46,Dammam,Regular
C00310,Male,51,Riyadh,Regular
C00311,Male,34,Dammam,Regular
C00312,Male,37,Makkah,Occasional
C00313,Male,59,Madinah,Occasional
C00314,Female,62,Makkah,Regular
C00315,Female,42,Riyadh,New
C00316,Female,40,Dammam,Occasional
C00317,Male,29,Jeddah,Occasional
C00318,Male,67,Riyadh,Regular
C00319,Male,19,Riyadh,Premium
C00320,Male,43,Riyadh,New
C00321,Male,25,Madinah,Occasional
C00322,Female,26,Riyadh,Regular
C00323,Female,25,Riyadh,Regular
C00324,Male,66,Abha,Occasional
C00325,Female,21,Jeddah,Occasional
C00326,Female,38,Riyadh,New
C00327,Female,22,Riyadh,Regular
C00328,Female,29,Riyadh,Regular
C00329,Male,32,Riyadh,Premium
C00330,Male,37,Riyadh,Regular
C00331,Male,30,Dammam,Premium
C00332,Female,27,Riyadh,New
C00333,Male,22,Jeddah,Regular
C00334,Male,26,Madinah,Occasional
C00335,Male,62,Jeddah,Premium
C00336,Male,55,Abha,Regular
C00337,Female,33,Jeddah,Regular
C00338,Female,41,Jeddah,Regular
C00339,Male,66,Makkah,Occasional
C00340,Male,19,Riyadh,Regular
C00341,Male,48,Riyadh,Regular
C00342,Male,57,Khobar,Premium
C00343,Male,23,Jeddah,Premium
C00344,Male,33,Makkah,Occasional
C00345,Male,69,Abha,Regular
C00346,Female,43,Jeddah,Occasional
C00347,Female,21,Dammam,Occasional
C00348,Male,34,Jeddah,Regular
C00349,Male,29,Tabuk,Regular
C00350,Female,43,Madinah,Occasional
C00351,Male,46,Abha,Occasional
C00352,Female,56,Riyadh,Regular
C00353,Female,29,Makkah,Premium
C00354,Male,35,Riyadh,Premium
C00355,Male,42,Riyadh,Regular
C00356,Female,29,Abha,Premium
C00357,Male,34,Riyadh,Regular
C00358,Female,56,Tabuk,Regular
C00359,Female,53,Riyadh,Regular
C00360,Female,36,Makkah,Regular
C00361,Male,41,Riyadh,New
C00362,Female,32,Jeddah,Occasional
C00363,Male,40,Riyadh,New
C00364,Male,41,Dammam,Regular
C00365,Female,35,Jeddah,Occasional
C00366,Male,58,Khobar,Regular
C00367,Female,41,Riyadh,Occasional
C00368,Female,25,Riyadh,Regular
C00369,Male,45,Riyadh,Premium
C00370,Male,30,Jeddah,New
C00371,Male,28,Makkah,Occasional
C00372,Male,27,Madinah,New
C00373,Male,29,Riyadh,Regular
C00374,Female,53,Dammam,Regular
C00375,Male,44,Makkah,Regular
C00376,Male,54,Riyadh,Occasional
C00377,Female,44,Jeddah,Occasional
C00378,Male,27,Dammam,New
C00379,Female,49,Riyadh,Premium
C00380,Male,34,Riyadh,Occasional
C00381,Male,29,Riyadh,Regular
C00382,Female,43,Dammam,Regular
C00383,Female,34,Riyadh,Regular
C00384,Female,20,Riyadh,Regular
C00385,Female,38,Jeddah,Regular
C00386,Female,35,Riyadh,Regular
C00387,Male,34,Riyadh,Regular
C00388,Male,59,Abha,Regular
C00389,Female,35,Riyadh,Regular
C00390,Female,50,Khobar,Regular
C00391,Female,21,Jeddah,Premium
C00392,Male,44,Khobar,New
C00393,Male,54,Dammam,New
C00394,Female,41,Riyadh,Regular
C00395,Male,35,Madinah,New
C00396,Female,34,Jeddah,Occasional
C00397,Female,21,Madinah,Premium
C00398,Male,43,Jeddah,Regular
C00399,Female,25,Tabuk,New
C00400,Female,53,Makkah,Occasional
C00401,Male,32,Tabuk,Occasional
C00402,Female,59,Jeddah,New
C00403,Male,60,Jeddah,Regular
C00404,Female,31,Makkah,Premium
C00405,Male,28,Madinah,Regular
C00406,Female,50,Tabuk,Premium
C00407,Male,61,Jeddah,Regular
C00408,Male,30,Makkah,Regular
C00409,Female,30,Riyadh,Regular
C00410,Male,36,Dammam,Regular
C00411,Male,39,Riyadh,Regular
C00412,Female,27,Jeddah,Regular
C00413,Female,51,Abha,Regular
C00414,Female,21,Riyadh,Regular
C00415,Female,18,Dammam,Occasional
C00416,Male,30,Dammam,New
C00417,Male,30,Riyadh,Regular
C00418,Male,31,Jeddah,Premium
C00419,Female,42,Dammam,New
C00420,Female,27,Riyadh,Regular
C00421,Female,30,Makkah,Occasional
C00422,Female,34,Tabuk,Regular
C00423,Male,56,Riyadh,Occasional
C00424,Male,33,Riyadh,New
C00425,Male,26,Jeddah,Occasional
C00426,Male,37,Makkah,Regular
C00427,Male,66,Riyadh,New
C00428,Female,34,Riyadh,Occasional
C00429,Male,36,Dammam,Occasional
C00430,Male,43,Abha,Premium
C00431,Male,35,Jeddah,Occasional
C00432,Female,22,Jeddah,Regular
C00433,Female,35,Tabuk,Regular
C00434,Male,22,Khobar,Occasional
C00435,Male,42,Khobar,Regular
C00436,Female,52,Dammam,Occasional
C00437,Male,32,Tabuk,Occasional
C00438,Female,46,Khobar,Regular
C00439,Female,21,Madinah,Occasional
C00440,Male,49,Khobar,New
C00441,Male,35,Makkah,Regular
C00442,Female,31,Riyadh,Occasional
C00443,Male,22,Jeddah,Regular
C00444,Male,60,Makkah,Regular
C00445,Female,22,Riyadh,Regular
C00446,Female,25,Dammam,Regular
C00447,Female,25,Riyadh,Premium
C00448,Female,40,Makkah,New
C00449,Male,44,Riyadh,Occasional
C00450,Male,21,Madinah,Regular
C00451,Female,31,Dammam,Regular
C00452,Female,34,Riyadh,Regular
C00453,Male,34,Dammam,Regular
C00454,Female,25,Riyadh,Regular
C00455,Male,43,Jeddah,Regular
C00456,Male,28,Jeddah,Regular
C00457,Male,29,Riyadh,Regular
C00458,Male,26,Tabuk,Occasional
C00459,Male,68,Riyadh,Occasional
C00460,Male,66,Khobar,Regular
C00461,Male,54,Jeddah,Premium
C00462,Female,32,Khobar,Regular
C00463,Female,23,Jeddah,New
C00464,Female,26,Khobar,Occasional
C00465,Female,27,Makkah,Occasional
C00466,Male,43,Khobar,New
C00467,Male,46,Riyadh,Regular
C00468,Female,50,Khobar,New
C00469,Male,48,Riyadh,Regular
C00470,Female,31,Riyadh,Regular
C00471,Male,40,Jeddah,Occasional
C00472,Female,34,Jeddah,Regular
C00473,Male,23,Jeddah,Occasional
C00474,Female,43,Khobar,Regular
C00475,Male,23,Jeddah,Occasional
C00476,Female,33,Jeddah,Regular
C00477,Male,34,Riyadh,Premium
C00478,Female,38,Khobar,New
C00479,Female,45,Dammam,New
C00480,Male,26,Jeddah,New
C00481,Female,52,Khobar,Occasional
C00482,Female,34,Dammam,Occasional
C00483,Male,32,Jeddah,Occasional
C00484,Female,36,Jeddah,Regular
C00485,Female,38,Dammam,Regular
C00486,Female,55,Khobar,Regular
C00487,Male,31,Riyadh,New
C00488,Male,38,Riyadh,Regular
C00489,Female,42,Riyadh,New
C00490,Female,63,Dammam,Regular
C00491,Male,33,Madinah,Occasional
C00492,Female,47,Jeddah,Regular
C00493,Male,39,Riyadh,Regular
C00494,Male,30,Makkah,New
C00495,Male,40,Madinah,Regular
C00496,Male,34,Madinah,Regular
C00497,Female,42,Dammam,Regular
C00498,Male,50,Madinah,Regular
C00499,Female,40,Riyadh,Regular
C00500,Female,38,Riyadh,Occasional
C00501,Female,41,Riyadh,Regular
C00502,Male,23,Khobar,Occasional
C00503,Male,32,Riyadh,Regular
C00504,Female,37,Jeddah,Occasional
C00505,Female,31,Jeddah,Occasional
C00506,Male,27,Jeddah,Premium
C00507,Female,42,Madinah,Regular
C00508,Female,25,Riyadh,Premium
C00509,Female,25,Jeddah,Occasional
C00510,Female,40,Makkah,Occasional
C00511,Female,19,Riyadh,New
C00512,Male,63,Khobar,Regular
C00513,Female,48,Makkah,Regular
C00514,Female,40,Abha,Regular
C00515,Male,21,Madinah,Regular
C00516,Male,49,Jeddah,Regular
C00517,Male,45,Dammam,Premium
C00518,Female,50,Riyadh,Occasional
C00519,Female,18,Riyadh,Regular
C00520,Male,37,Riyadh,Occasional
C00521,Female,47,Jeddah,Regular
C00522,Male,36,Madinah,New
C00523,Female,38,Jeddah,New
C00524,Female,44,Dammam,New
C00525,Female,37,Jeddah,Occasional
C00526,Male,21,Jeddah,Occasional
C00527,Male,36,Tabuk,Occasional
C00528,Male,18,Riyadh,Regular
C00529,Male,27,Dammam,Occasional
C00530,Female,34,Jeddah,Occasional
C00531,Female,40,Riyadh,New
C00532,Female,18,Jeddah,Regular
C00533,Female,39,Makkah,Regular
C00534,Female,47,Riyadh,Occasional
C00535,Female,29,Riyadh,New
C00536,Female,22,Riyadh,Regular
C00537,Female,22,Makkah,Regular
C00538,Male,51,Makkah,Regular
C00539,Male,39,Dammam,Regular
C00540,Male,41,Jeddah,Premium
C00541,Female,18,Madinah,Regular
C00542,Female,39,Makkah,New
C00543,Male,46,Makkah,Premium
C00544,Female,49,Makkah,Regular
C00545,Female,42,Khobar,Occasional
C00546,Male,21,Jeddah,New
C00547,Male,21,Madinah,New
C00548,Female,19,Abha,Regular
C00549,Male,34,Riyadh,New
C00550,Female,20,Riyadh,Premium
C00551,Male,33,Abha,Occasional
C00552,Female,33,Riyadh,Occasional
C00553,Female,62,Madinah,Regular
C00554,Female,42,Jeddah,Regular
C00555,Female,52,Riyadh,Regular
C00556,Male,42,Riyadh,New
C00557,Male,18,Riyadh,Regular
C00558,Male,50,Riyadh,Occasional
C00559,Female,33,Jeddah,Regular
C00560,Female,42,Khobar,Regular
C00561,Female,27,Tabuk,New
C00562,Male,65,Jeddah,Occasional
C00563,Male,25,Jeddah,New
C00564,Male,26,Dammam,Regular
C00565,Male,65,Dammam,Regular
C00566,Female,24,Jeddah,Regular
C00567,Male,36,Riyadh,Regular
C00568,Male,41,Riyadh,Regular
C00569,Female,50,Riyadh,Occasional
C00570,Male,65,Riyadh,Regular
C00571,Male,56,Khobar,Regular
C00572,Female,24,Riyadh,Regular
C00573,Male,53,Madinah,Occasional
C00574,Female,41,Abha,Occasional
C00575,Female,38,Tabuk,Regular
C00576,Female,22,Abha,Regular
C00577,Male,35,Riyadh,Regular
C00578,Female,58,Jeddah,New
C00579,Male,58,Riyadh,New
C00580,Male,32,Makkah,Occasional
C00581,Male,21,Madinah,Premium
C00582,Female,28,Madinah,Regular
C00583,Male,46,Jeddah,Occasional
C00584,Male,44,Makkah,New
C00585,Female,41,Riyadh,New
C00586,Male,24,Riyadh,New
C00587,Male,28,Makkah,Premium
C00588,Male,40,Jeddah,New
C00589,Male,57,Tabuk,Occasional
C00590,Male,41,Riyadh,Occasional
C00591,Male,30,Madinah,Regular
C00592,Female,37,Jeddah,Regular
C00593,Male,21,Madinah,Regular
C00594,Male,64,Makkah,Regular
C00595,Female,29,Abha,Regular
C00596,Male,43,Riyadh,New
C00597,Female,30,Abha,Premium
C00598,Male,38,Riyadh,Regular
C00599,Male,41,Riyadh,Regular
C00600,Male,36,Jeddah,Regular
C00601,Male,28,Madinah,New
C00602,Male,29,Jeddah,Regular
C00603,Male,21,Madinah,Regular
C00604,Male,38,Makkah,New
C00605,Male,20,Riyadh,New
C00606,Male,43,Abha,Premium
C00607,Male,46,Riyadh,Occasional
C00608,Male,50,Madinah,Occasional
C00609,Male,32,Jeddah,Occasional
C00610,Female,42,Jeddah,Regular
C00611,Male,20,Jeddah,New
C00612,Female,41,Riyadh,Premium
C00613,Female,54,Jeddah,Regular
C00614,Male,28,Riyadh,Regular
C00615,Female,31,Riyadh,Regular
C00616,Female,54,Riyadh,New
C00617,Male,50,Jeddah,Occasional
C00618,Male,30,Makkah,Premium
C00619,Female,36,Dammam,Regular
C00620,Female,32,Madinah,Regular
C00621,Male,23,Dammam,New
C00622,Male,65,Khobar,Occasional
C00623,Male,51,Khobar,Occasional
C00624,Male,53,Jeddah,Occasional
C00625,Female,23,Khobar,Occasional
C00626,Male,53,Riyadh,Occasional
C00627,Male,33,Madinah,Regular
C00628,Female,30,Makkah,New
C00629,Male,36,Riyadh,Occasional
C00630,Male,21,Makkah,Occasional
C00631,Female,51,Riyadh,New
C00632,Female,37,Riyadh,Occasional
C00633,Male,31,Riyadh,Occasional
C00634,Male,33,Makkah,New
C00635,Male,34,Makkah,Regular
C00636,Male,23,Makkah,Regular
C00637,Male,44,Riyadh,Occasional
C00638,Male,46,Jeddah,Regular
C00639,Male,23,Khobar,Occasional
C00640,Male,22,Riyadh,Occasional
C00641,Male,40,Khobar,Occasional
C00642,Male,50,Riyadh,New
C00643,Male,33,Riyadh,Regular
C00644,Male,33,Jeddah,Occasional
C00645,Male,39,Khobar,Occasional
C00646,Female,29,Riyadh,Regular
C00647,Female,18,Riyadh,Regular
C00648,Female,52,Riyadh,New
C00649,Female,41,Riyadh,Occasional
C00650,Male,42,Riyadh,Occasional
C00651,Male,50,Jeddah,Regular
C00652,Male,37,Khobar,Regular
C00653,Female,31,Jeddah,Regular
C00654,Female,32,Makkah,Regular
C00655,Male,24,Khobar,New
C00656,Male,18,Riyadh,Premium
C00657,Male,41,Riyadh,New
C00658,Male,47,Madinah,New
C00659,Female,56,Riyadh,New
C00660,Female,36,Riyadh,Regular
C00661,Male,32,Riyadh,New
C00662,Female,18,Dammam,Regular
C00663,Female,47,Dammam,Premium
C00664,Male,37,Tabuk,Regular
C00665,Male,40,Madinah,New
C00666,Male,54,Jeddah,Premium
C00667,Male,35,Jeddah,Regular
C00668,Male,50,Riyadh,Premium
C00669,Male,21,Riyadh,Regular
C00670,Male,47,Riyadh,Premium
C00671,Male,48,Riyadh,New
C00672,Female,33,Riyadh,Occasional
C00673,Male,37,Riyadh,New
C00674,Male,25,Jeddah,Occasional
C00675,Male,57,Tabuk,New
C00676,Female,24,Dammam,Regular
C00677,Male,41,Tabuk,Occasional
C00678,Male,29,Jeddah,Occasional
C00679,Female,35,Jeddah,Regular
C00680,Female,32,Jeddah,Occasional
C00681,Female,34,Riyadh,Occasional
C00682,Male,42,Riyadh,Occasional
C00683,Male,64,Abha,Occasional
C00684,Female,34,Tabuk,Regular
C00685,Female,22,Riyadh,Occasional
C00686,Female,54,Riyadh,Regular
C00687,Female,36,Jeddah,Occasional
C00688,Male,64,Riyadh,Occasional
C00689,Female,20,Jeddah,New
C00690,Male,38,Riyadh,Premium
C00691,Male,25,Jeddah,Premium
C00692,Male,28,Riyadh,Premium
C00693,Male,39,Jeddah,Regular
C00694,Male,37,Riyadh,Occasional
C00695,Male,54,Jeddah,Occasional
C00696,Female,26,Tabuk,Occasional
C00697,Male,30,Jeddah,New
C00698,Female,32,Madinah,Regular
C00699,Male,61,Madinah,Premium
C00700,Male,25,Abha,Premium
C00701,Male,28,Makkah,New
C00702,Male,27,Khobar,Occasional
C00703,Male,40,Madinah,Occasional
C00704,Male,33,Riyadh,Regular
C00705,Male,63,Jeddah,Regular
C00706,Female,31,Tabuk,New
C00707,Male,53,Makkah,Premium
C00708,Female,22,Tabuk,Occasional
C00709,Male,43,Makkah,Regular
C00710,Female,68,Madinah,Premium
C00711,Female,31,Khobar,Occasional
C00712,Female,59,Makkah,Regular
C00713,Male,42,Dammam,Occasional
C00714,Male,69,Abha,Occasional
C00715,Male,41,Madinah,Regular
C00716,Female,33,Madinah,Occasional
C00717,Female,34,Khobar,Occasional
C00718,Female,25,Jeddah,Regular
C00719,Male,24,Riyadh,Occasional
C00720,Female,22,Abha,Occasional
C00721,Female,18,Dammam,Premium
C00722,Male,31,Riyadh,New
C00723,Male,45,Riyadh,Regular
C00724,Female,18,Madinah,New
C00725,Female,22,Madinah,New
C00726,Female,42,Makkah,Regular
C00727,Male,33,Khobar,Regular
C00728,Female,21,Jeddah,Regular
C00729,Male,30,Jeddah,Regular
C00730,Male,66,Riyadh,New
C00731,Male,54,Madinah,Occasional
C00732,Female,32,Riyadh,Regular
C00733,Female,40,Dammam,Occasional
C00734,Male,40,Jeddah,New
C00735,Male,38,Dammam,Occasional
C00736,Female,39,Abha,Occasional
C00737,Male,36,Riyadh,Occasional
C00738,Female,27,Makkah,Regular
C00739,Male,20,Riyadh,Regular
C00740,Male,39,Riyadh,Occasional
C00741,Male,49,Jeddah,Regular
C00742,Male,40,Riyadh,Occasional
C00743,Female,49,Makkah,Occasional
C00744,Male,66,Dammam,Occasional
C00745,Male,30,Riyadh,Regular
C00746,Female,42,Riyadh,Regular
C00747,Male,36,Dammam,Regular
C00748,Male,58,Makkah,Regular
C00749,Female,67,Jeddah,Regular
C00750,Female,40,Dammam,Occasional
C00751,Male,29,Makkah,Premium
C00752,Female,45,Dammam,Regular
C00753,Female,18,Riyadh,Regular
C00754,Male,47,Dammam,Regular
C00755,Male,56,Dammam,Regular
C00756,Female,33,Makkah,Regular
